SGC,Area Name,Year,Level,Sex,Total,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
59,BC,1998,ID,2,2002593,,21142,21965,23433,23358,23558,24197,24693,24990,25463,25066,24916,25387,25474,25950,26293,25756,25838,25652,25478,25370,24993,25358,25764,25834,25836,26896,27528,29849,30066,29858,29391,29011,30905,32842,34914,35494,34585,35163,35436,34959,35008,34363,33823,33714,32739,31524,30383,29805,29784,28785,28725,28855,23312,21970,21896,21196,19512,19185,17823,17133,16880,16328,16169,15706,15109,15616,15243,15579,15289,14919,14448,14308,14156,14036,14019,13335,13345,12842,11937,9969,9017,8674,8283,7967,7139,6203,5304,4678,3766,3142,10991
59,BC,1999,ID,2,2018794,,20503,21198,21936,23402,23355,23597,24255,24747,25052,25541,25190,25018,25567,25720,26265,26602,26174,26021,25878,25781,25633,25359,25670,25999,26155,26095,27063,27508,30118,30392,30153,29632,29072,31068,32984,35147,35703,34641,35313,35550,35059,35126,34427,33847,33776,32747,31566,30386,29842,29825,28735,28687,28877,23190,21917,21916,21180,19473,19176,17754,17059,16808,16255,16132,15666,15033,15538,15123,15461,15151,14733,14241,14105,13902,13736,13713,12969,12986,12450,11536,9562,8590,8259,7874,7407,6616,5666,4815,4144,3283,11418
59,BC,2000,ID,2,2033853,,20122,20653,21230,21938,23395,23457,23664,24280,24776,25155,25661,25328,25180,25762,26011,26644,27112,26588,26337,26297,26180,26011,25559,25663,26081,26146,26105,26960,27512,30409,30780,30377,29861,29159,31196,33131,35400,35902,34683,35414,35681,35140,35226,34513,33890,33913,32793,31591,30389,29819,29789,28675,28600,28886,23034,21859,21872,21164,19442,19167,17678,16982,16755,16214,16066,15605,14903,15419,14952,15324,14987,14534,14052,13871,13620,13425,13358,12607,12566,12001,11130,9136,8187,7768,7391,6832,6106,5104,4326,3615,11777
59,BC,2001,ID,2,2053501,,19688,20449,20874,21373,22136,23317,23616,23824,24326,24893,25312,25762,25501,25510,25971,26411,27145,27443,27220,26994,26933,26773,26303,25755,25859,26200,26402,26428,27191,27940,30570,30975,30696,30134,29556,31362,33391,35545,35926,34939,35513,35684,35324,35268,34644,34037,33997,32871,31647,30445,29923,29703,28760,28575,28426,23370,21994,21829,21103,19583,19123,17714,16958,16707,16167,15949,15538,14931,15228,14846,15119,14830,14291,13848,13674,13318,13126,12991,12291,12104,11545,10596,8778,7771,7273,6957,6113,5536,4507,3871,12462
59,BC,2002,ID,2,2067075,,19277,19772,20491,20916,21345,22149,23346,23679,23901,24454,25009,25532,25986,25742,25652,26014,26516,27153,27643,27996,27800,27675,27255,26461,25841,25906,26178,26389,26435,27313,27883,30448,30852,30689,30151,29508,31341,33434,35631,36039,34963,35507,35696,35300,35249,34615,34019,34013,32860,31687,30465,29930,29699,28746,28608,28635,23345,22101,21980,21200,19665,19278,17760,16986,16722,16166,15927,15461,14840,15162,14672,14935,14649,14069,13579,13383,13032,12792,12653,11850,11639,11018,10053,8257,7267,6773,6333,5445,4872,3974,13443
59,BC,2003,ID,2,2079789,,19590,19434,19873,20509,21005,21392,22232,23438,23756,24040,24648,25201,25715,26261,26005,25779,26077,26541,27206,28183,28463,28413,27804,27257,26371,25863,25987,26131,26379,26511,27441,27790,30331,30718,30633,30112,29418,31358,33456,35698,36154,35007,35586,35724,35233,35215,34576,33990,34068,32838,31695,30469,29950,29723,28741,28651,28875,23343,22195,22113,21290,19718,19380,17796,16959,16741,16170,15868,15386,14710,15060,14520,14722,14400,13784,13270,13085,12718,12422,12182,11435,11150,10517,9511,7727,6784,6266,5713,4792,4241,14307
59,BC,2004,ID,2,2096581,,19530,19768,19565,19981,20628,21168,21539,22363,23588,23942,24307,24956,25507,26036,26571,26376,26044,26148,26699,27649,28520,28754,28846,28045,27444,26737,26071,26241,26254,26645,26723,27563,27686,30357,30712,30683,30202,29549,31492,33589,35884,36369,35097,35640,35784,35206,35255,34599,33983,34130,32839,31699,30453,29964,29784,28743,28677,29062,23324,22296,22222,21354,19732,19500,17820,16963,16743,16165,15792,15296,14599,14952,14323,14496,14143,13513,12954,12751,12387,12037,11716,10945,10609,9967,8956,7199,6217,5729,5097,4108,15030
59,BC,2005,ID,2,2116912,,19633,19795,19917,19706,20128,20815,21433,21700,22564,23810,24215,24658,25329,25812,26407,26993,26900,26351,26219,27205,28012,28783,28905,29011,28303,27748,27041,26464,26610,26604,27019,27030,27736,27794,30556,30824,30925,30423,29787,31810,33829,36216,36715,35282,35820,35904,35259,35338,34719,34063,34220,32874,31756,30478,29991,29850,28749,28659,29248,23269,22340,22293,21369,19699,19529,17827,16890,16703,16087,15670,15144,14434,14786,14124,14234,13868,13201,12652,12386,11950,11633,11262,10437,10052,9400,8355,6631,5699,5131,4432,15480
59,BC,2006,ID,2,2140345,,19916,19847,20020,20015,19963,20355,21035,21731,21956,22828,24079,24638,25039,25608,26143,26780,27394,27467,26700,26860,27833,28439,28952,28948,29255,28578,28145,27442,26915,27158,26914,27343,27305,27972,28288,30536,31017,31122,30675,30287,32031,34112,36320,36848,35682,35966,36000,35395,35401,34831,34214,34227,32938,31848,30603,30105,29863,28912,28763,28958,23648,22547,22317,21322,19859,19489,17898,16886,16651,16033,15536,14989,14388,14531,13941,13895,13530,12884,12301,11981,11542,11171,10711,9876,9458,8719,7710,6080,5170,4584,16183
59,BC,2007,ID,2,2163405,,20487,20232,20137,20267,20311,20260,20724,21365,22075,22397,23303,24697,24927,25205,25738,26126,26864,27639,27548,27553,27728,28695,28991,29361,29275,29628,29100,28505,27808,27376,27534,27414,27799,27681,28397,28716,31155,31477,31596,31050,30490,32256,34267,36560,37005,35770,36197,36166,35506,35473,34796,34150,34136,32748,31621,30418,29946,29776,28830,28701,29043,23548,22465,22220,21229,19701,19393,17737,16795,16507,15892,15375,14778,14113,14251,13637,13584,13157,12453,11901,11523,11052,10641,10136,9293,8820,8066,7063,5494,4560,17025
59,BC,2008,ID,2,2190629,,21363,20771,20519,20392,20546,20626,20607,21119,21703,22412,22866,23733,24920,25068,25423,25874,26275,26917,27745,28392,28365,28423,29141,29636,30082,30192,30330,29802,29179,28398,27933,28081,28012,28410,28325,28951,29254,31880,31990,32162,31515,30833,32528,34557,36840,37261,35915,36443,36300,35576,35481,34804,34062,34026,32564,31401,30225,29786,29665,28731,28643,29095,23428,22301,22118,21102,19519,19267,17587,16641,16331,15719,15135,14549,13805,13961,13294,13245,12748,12028,11469,11039,10519,10088,9535,8626,8149,7357,6331,4866,17804
59,BC,2009,ID,2,2219603,,21535,21558,21018,20763,20609,20860,20968,20913,21466,22020,22757,23309,23994,25168,25350,25749,26274,26526,26961,28650,29097,29044,29200,29965,30677,31047,31131,31220,30614,29908,29132,28581,28543,28605,29033,28801,29414,29644,32535,32483,32699,31934,31105,32773,34753,37060,37420,35998,36627,36395,35624,35492,34750,33941,33912,32415,31185,30011,29643,29552,28564,28523,29104,23259,22121,22007,20969,19350,19156,17444,16479,16152,15529,14924,14300,13490,13623,12971,12900,12334,11581,10997,10532,10014,9456,8917,7990,7448,6659,5701,18698
59,BC,2010,ID,2,2246226,,21390,21582,21767,21237,21003,20915,21156,21278,21187,21744,22353,23047,23548,24170,25545,25745,26246,26711,26797,27928,29820,30006,29798,30138,31064,31845,32063,31906,31840,31103,30436,29502,28822,28815,29163,29393,29147,29771,30002,33067,32851,33136,32213,31257,32998,34804,37095,37441,35945,36717,36367,35581,35427,34633,33784,33776,32209,30930,29789,29411,29375,28362,28355,29078,23073,21967,21850,20837,19180,19048,17268,16293,15972,15310,14702,14019,13172,13298,12575,12497,11901,11150,10497,9999,9428,8858,8290,7318,6781,5994,20365
59,BC,2011,PD,2,2262383,,21314,21245,21633,21824,21435,21288,21246,21388,21536,21469,22034,22555,23164,23852,24493,25956,26413,26887,27067,27867,28630,30161,30074,30168,30491,31208,32135,32020,32001,31875,31433,30408,29569,28920,28825,29583,29561,29401,29936,30442,33125,33060,33253,32294,31552,33055,34810,36867,37125,36079,36729,36250,35574,35250,34457,33709,33439,32038,30660,29657,29224,29083,28197,28208,28375,23420,21900,21606,20665,19078,18734,17137,16185,15699,15083,14440,13704,12923,12856,12256,12070,11446,10690,10035,9441,8831,8219,7553,6667,6073,22095
59,BC,2012,PR,2,2285172,,21165,21384,21311,21730,21911,21579,21472,21395,21516,21663,21599,22181,22680,23304,24102,24919,26852,27235,27552,28767,29300,29397,30785,30539,30487,30782,31340,32115,31995,32045,32064,31621,30701,29860,29216,29163,29850,29805,29568,30090,30644,33366,33246,33419,32461,31639,33148,34878,36919,37169,36108,36718,36234,35557,35244,34462,33672,33438,31988,30652,29642,29184,29067,28159,28162,28301,23365,21816,21497,20525,18933,18561,16946,15958,15480,14830,14167,13434,12614,12517,11891,11711,11012,10254,9558,8923,8291,7616,6935,6069,23752
59,BC,2013,PR,2,2306266,,21370,21254,21490,21373,21841,22077,21763,21599,21527,21651,21833,21750,22281,22826,23560,24603,25733,27447,27917,29057,29784,29823,29715,31116,30702,30528,30801,31318,32007,32023,32139,32322,31867,30913,30145,29502,29368,29959,29937,29736,30254,30751,33501,33384,33570,32528,31650,33138,34863,36933,37170,36096,36697,36224,35539,35239,34458,33681,33445,32013,30696,29690,29220,29170,28186,28193,28300,23350,21790,21426,20428,18812,18411,16774,15774,15261,14611,13914,13136,12314,12172,11550,11281,10570,9776,9041,8389,7693,7008,6327,25212
59,BC,2014,PR,2,2335258,,21234,21549,21427,21661,21542,22068,22304,22015,21791,21736,21893,22046,21911,22519,23156,24284,25591,26519,28398,29957,30314,30663,30330,30301,31642,31231,30999,31044,31552,32315,32419,32598,32662,32143,31247,30543,29786,29637,30175,30180,29948,30461,30947,33770,33552,33759,32629,31756,33221,34959,37041,37216,36136,36767,36278,35590,35275,34504,33713,33487,32065,30732,29699,29246,29192,28180,28174,28262,23302,21706,21316,20274,18644,18206,16587,15561,15033,14365,13614,12843,11986,11842,11154,10860,10103,9267,8525,7809,7104,6415,26801
59,BC,2015,PP,2,2358862,,21502,21365,21741,21587,21844,21714,22309,22512,22211,22004,21947,22094,22232,22174,22951,23963,25380,26563,27638,30580,31020,30946,30903,30676,30354,31762,31344,31027,31106,31693,32428,32591,32879,32940,32410,31546,30763,29972,29731,30332,30321,30057,30580,31042,33844,33649,33828,32677,31804,33271,35007,37055,37263,36138,36765,36312,35571,35265,34471,33682,33501,32057,30709,29692,29215,29138,28106,28069,28152,23183,21574,21142,20073,18422,17961,16360,15313,14775,14043,13291,12498,11656,11427,10734,10374,9579,8733,7932,7209,6499,28109
59,BC,1971,ID,3,2240470,,35071,36164,35826,34995,36567,38033,41573,44025,45738,45357,45437,46192,45074,45001,43513,43796,43094,41575,40364,39426,38417,38817,38584,39854,41274,34519,34042,34492,33116,31681,29800,28170,27181,26859,26009,26324,25665,25735,26347,26353,26639,26710,26563,25920,25870,25846,26096,26675,25618,26785,25826,25158,22265,21170,21570,21944,23010,22269,20922,19999,18513,17822,17008,16727,15836,15326,14512,13880,13062,12436,11758,11062,10242,9557,9027,8695,8201,7733,7435,6942,6321,5998,5640,5261,4413,4007,3502,2870,2377,1951,5441
59,BC,1972,ID,3,2302086,,34235,36015,37157,36707,35773,37281,38656,42145,44661,46461,45983,46352,47131,45788,45638,44183,44653,44150,42727,41797,40902,40007,40438,39974,41182,42590,35538,34978,35472,33998,32249,30383,28661,27604,27232,26385,26693,26045,26108,26731,26655,26985,26949,26746,26100,26118,26159,26364,26900,25838,26960,25974,25402,22355,21275,21721,22028,23136,22365,20979,20098,18634,17913,17092,16782,15821,15286,14430,13770,12932,12231,11587,10802,9963,9247,8703,8320,7836,7329,7019,6496,5883,5530,5137,4745,3931,3530,3021,2449,2021,5876
59,BC,1973,ID,3,2367271,,34344,34892,37085,38089,37565,36528,38026,39286,42756,45392,47230,46702,47353,48109,46545,46356,44980,45677,45393,44103,43371,42505,41662,42042,41343,42597,43979,36529,35848,36337,34817,32764,31007,29202,28132,27694,26855,27117,26481,26526,27184,26998,27376,27244,26959,26340,26425,26514,26634,27095,26074,27188,26175,25660,22471,21395,21883,22125,23275,22448,21081,20233,18777,18019,17168,16833,15802,15226,14312,13588,12731,12011,11398,10533,9663,8889,8364,7956,7455,6909,6563,6049,5457,5089,4652,4245,3459,3097,2632,2087,6311
59,BC,1974,ID,3,2442578,,34215,35203,35913,38341,39218,38600,37436,38861,40015,43546,46296,48183,47553,48417,49171,47427,47187,45945,46933,47020,45918,45470,44570,43731,44063,43140,44321,45577,37718,36825,37332,35740,33399,31736,29898,28769,28282,27429,27668,26973,27015,27692,27402,27853,27613,27290,26692,26795,26891,26913,27361,26391,27488,26437,25964,22582,21527,22089,22275,23484,22627,21245,20441,19002,18170,17279,16889,15752,15123,14153,13396,12538,11795,11179,10240,9339,8520,8008,7583,7042,6457,6136,5602,5013,4634,4179,3737,3007,2686,2256,6757
59,BC,1975,ID,3,2499564,,35633,34454,35823,36578,39278,40052,39361,38102,39435,40587,44125,47006,48935,48176,49270,50072,48163,47842,46688,47776,48061,47138,46904,45922,45104,45412,44270,45432,46677,38376,37429,37929,36342,33723,32187,30281,29142,28577,27710,27912,27227,27256,27969,27590,28102,27794,27411,26809,26906,26990,26972,27416,26527,27610,26534,26091,22536,21535,22169,22263,23561,22662,21270,20486,19034,18187,17227,16790,15587,14888,13889,13109,12245,11457,10890,9874,8950,8089,7580,7127,6578,5961,5645,5123,4525,4128,3672,3253,2581,2291,7314
59,BC,1976,ID,3,2533899,,35167,35034,34505,35907,36786,39677,40238,39605,38539,39685,41011,44388,47379,49233,48560,49933,50533,48711,48125,47041,47992,48496,47698,47535,46433,45760,45868,44725,45915,46501,39013,37569,37944,36496,33651,32296,30393,29240,28556,27816,27836,27272,27288,27972,27574,28147,27741,27301,26742,26805,26966,26940,27289,26751,27486,26531,25955,22590,21574,22109,22228,23432,22580,21272,20403,19053,18081,17080,16502,15346,14573,13584,12748,11881,11067,10558,9451,8522,7619,7157,6631,6114,5494,5164,4619,4076,3675,3253,2779,2195,7939
59,BC,1977,ID,3,2570315,,35897,35452,35449,34780,36136,37024,39985,40518,39908,38831,39895,41380,44850,47785,49482,48774,50090,50831,49184,48777,47753,48458,48781,47908,47641,46647,46117,46326,45238,46363,47086,39191,37623,37999,36610,33717,32541,30634,29541,28782,28009,27972,27313,27175,27905,27564,28160,27798,27274,26707,26790,26920,26942,27280,26647,27431,26633,26071,22533,21491,22099,22256,23453,22538,21170,20142,18815,17920,16834,16206,14987,14226,13201,12398,11467,10607,10045,8983,8083,7176,6738,6202,5723,5033,4703,4180,3654,3250,2873,2413,8341
59,BC,1978,ID,3,2615162,,36320,36088,35871,35953,35178,36515,37365,40418,40896,40296,39205,40180,41801,45411,48295,49914,49185,50522,51434,50004,49794,48922,49329,49387,48479,48158,47159,46679,46979,45804,46952,47726,39459,37766,38189,36792,33916,32931,30965,29872,29079,28226,28165,27427,27095,27889,27580,28269,27897,27310,26746,26784,26938,26952,27325,26586,27430,26710,26203,22479,21494,22108,22327,23485,22454,21039,19897,18588,17750,16568,15935,14667,13915,12841,12042,11015,10154,9562,8489,7601,6747,6277,5744,5286,4596,4244,3732,3243,2841,2484,8838
59,BC,1979,ID,3,2665238,,37757,36478,36437,36346,36483,35613,36870,37714,40843,41277,40685,39603,40489,42276,46015,48907,50415,49699,51088,52211,50929,50959,50122,50114,49993,49141,48756,47748,47368,47624,46434,47504,48338,39735,37984,38373,37042,34188,33357,31324,30247,29362,28467,28388,27549,27079,27920,27706,28438,28101,27414,26844,26907,27023,27049,27456,26577,27505,26900,26367,22488,21579,22150,22363,23515,22434,20963,19646,18349,17609,16311,15624,14322,13558,12448,11677,10604,9704,9039,7986,7104,6329,5866,5306,4883,4177,3806,3295,2845,2457,9263
59,BC,1980,ID,3,2745861,,38961,38332,37296,37385,37430,37651,36615,37833,38636,41790,42197,41592,40488,41275,43208,47164,50042,51491,50787,52313,53628,52637,52844,51959,51699,51503,50701,50213,49232,48787,49032,47620,48612,49499,40522,38626,39081,37732,34830,34078,31974,30860,29909,28965,28831,27931,27244,28217,27983,28782,28465,27687,27113,27185,27298,27340,27758,26751,27774,27237,26731,22652,21711,22295,22490,23698,22527,20981,19533,18210,17454,16037,15334,13930,13242,12060,11263,10172,9252,8573,7530,6675,5935,5427,4857,4497,3760,3402,2942,2453,9613
59,BC,1981,ID,3,2826558,,40266,39672,38977,38096,38157,38375,38537,37591,38549,39498,42454,42873,42310,41381,41954,44283,48302,51249,52599,52387,53821,55274,54764,54908,54165,53524,53089,52314,51538,50459,50099,50048,48753,49536,49995,41577,39391,39567,38260,35524,34700,32605,31498,30405,29479,29259,28282,27543,28363,28326,29052,28847,28037,27424,27466,27595,27684,27986,27035,27882,27579,26852,22951,21921,22349,22678,23667,22523,20946,19259,17944,17238,15728,14917,13549,12801,11636,10874,9709,8771,8048,7051,6204,5515,4938,4421,4090,3356,3001,2565,9893
59,BC,1982,ID,3,2876513,,42279,40528,40060,39376,38423,38533,38721,38840,37862,38888,39834,42956,43357,42719,41628,42216,44490,48681,51899,53414,53153,54539,55830,55241,55411,54773,54246,53911,53160,52241,51020,50508,50440,49068,49800,50395,41822,39636,39876,38511,35668,34832,32569,31478,30389,29523,29336,28337,27667,28557,28494,29293,29034,28282,27657,27667,27763,27820,28082,27068,28031,27721,26994,22902,21895,22263,22466,23476,22288,20656,18914,17616,16821,15331,14468,13110,12326,11138,10354,9144,8243,7484,6588,5721,5003,4487,3964,3628,2923,2614,10143
59,BC,1983,ID,3,2907502,,41991,42225,40624,40198,39511,38478,38646,38771,38879,37852,39015,39946,43228,43683,42986,41772,42292,44579,48801,51990,53594,53253,54419,55476,54837,55204,54626,54318,54080,53345,52405,50986,50374,50375,48910,49703,50407,41705,39611,39899,38550,35554,34725,32387,31259,30241,29441,29347,28327,27737,28743,28591,29451,29143,28473,27870,27817,27932,27885,28089,27127,28113,27764,27072,22836,21752,22128,22224,23234,21915,20308,18540,17220,16315,14849,13927,12599,11792,10668,9824,8582,7708,7010,6095,5213,4559,4029,3517,3165,2512,10349
59,BC,1984,ID,3,2947181,,43095,41949,42249,40804,40445,39772,38667,38855,38895,39006,37964,39243,40133,43590,44109,43363,42097,42605,44861,49116,52409,54206,53766,54673,55658,54942,55353,54827,54666,54391,53655,52707,51104,50396,50407,48885,49664,50535,41661,39643,40015,38646,35532,34711,32255,31120,30141,29408,29364,28352,27828,28877,28691,29600,29285,28629,28043,27998,28056,27957,28139,27152,28156,27802,27114,22738,21696,21973,21921,22943,21543,19918,18138,16733,15807,14344,13393,12099,11237,10144,9246,8015,7167,6476,5593,4713,4088,3632,3118,2774,10495
59,BC,1985,ID,3,2975131,,42830,42648,41820,42114,40816,40550,39899,38682,38928,38926,38986,37975,39380,40241,43893,44428,43653,42321,42729,44842,49124,52503,54239,53775,54457,55350,54546,55063,54567,54604,54364,53625,52702,50934,50106,50247,48699,49525,50576,41496,39554,40025,38652,35412,34628,32073,30924,30000,29348,29321,28324,27864,28978,28765,29736,29389,28763,28216,28101,28124,27953,28126,27109,28140,27760,27119,22588,21601,21794,21595,22547,21130,19461,17703,16246,15259,13813,12836,11484,10692,9559,8632,7483,6635,5934,5104,4202,3644,3207,2701,10714
59,BC,1986,ID,3,3003621,,41594,42059,42154,41772,41827,40908,40625,39938,38763,38975,38953,38954,38143,39596,40530,43996,44653,43998,42665,42928,45082,49056,52428,54182,53893,54319,55034,54469,54935,54529,54609,54328,53632,52700,50912,49986,50098,48722,49442,50016,41880,39721,39978,38583,35507,34548,32013,30808,29938,29381,29277,28356,28046,29048,28907,29809,29502,28913,28400,28211,28150,27982,28001,27169,27992,27674,26889,22687,21597,21586,21331,21993,20664,18935,17270,15747,14630,13270,12216,10982,10099,8944,7978,6961,6117,5375,4600,3735,3196,2763,10859
59,BC,1987,ID,3,3048651,,42094,42024,42479,42573,42280,42199,41323,40929,40242,39127,39174,39340,39382,38620,39981,40832,44204,44856,44260,42854,43163,45447,49565,52937,54671,54293,54846,55572,54835,55457,54873,54769,54641,53774,52845,51150,50255,50456,49001,49701,50387,41943,39800,39997,38702,35565,34712,32113,30945,30061,29445,29336,28454,28107,29093,29034,29932,29522,28892,28363,28282,28215,28116,28087,27236,27987,27657,26834,22490,21368,21343,21018,21629,20225,18434,16746,15231,14110,12698,11664,10363,9528,8328,7384,6425,5572,4882,4159,3274,2811,11128
59,BC,1988,ID,3,3114761,,41941,42588,42929,43484,43537,42850,43077,42131,41675,40936,39639,39780,40128,40160,39468,40689,41551,44949,45685,45009,43604,43900,46154,50377,53830,55471,55181,55884,56692,55974,56635,55804,55518,55454,54482,53500,51866,51006,51177,49740,50364,51147,42257,40101,40228,38970,35871,34983,32386,31251,30323,29656,29594,28738,28308,29281,29292,30147,29675,28997,28483,28380,28386,28320,28271,27387,28064,27581,26731,22228,21083,21012,20645,21166,19677,17898,16165,14660,13451,12122,11053,9732,8875,7734,6802,5778,5010,4359,3656,2821,11207
59,BC,1989,ID,3,3196725,,43653,42564,43371,44049,44900,44178,43794,44086,43048,42519,41500,40378,40565,41050,41095,40503,41656,42578,46094,46659,46100,44732,45078,47328,51711,55237,57025,56593,57393,58298,57438,58166,57261,56713,56678,55622,54472,52908,52011,52259,50726,51228,52117,42797,40543,40639,39354,36235,35375,32709,31597,30622,29884,29855,29052,28566,29493,29484,30386,29824,29121,28602,28511,28586,28472,28459,27387,28059,27472,26593,21878,20782,20632,20155,20723,19072,17342,15519,13999,12850,11478,10442,9123,8180,7110,6197,5219,4493,3894,3213,11413
59,BC,1990,ID,3,3292111,,45562,44420,43453,44463,45756,45595,45414,44912,45254,44121,43097,42454,41302,41545,42178,42463,41928,43106,44249,47497,47938,47444,46151,46521,49028,53513,57104,58927,58577,59320,60228,59133,59980,58836,58006,58112,56842,55660,54077,53211,53441,51776,52239,53154,43374,41070,41113,39733,36592,35762,33067,31977,30980,30173,30190,29469,28917,29805,29793,30701,30132,29416,28704,28720,28760,28641,28505,27354,27942,27284,26330,21447,20387,20117,19577,20165,18449,16657,14869,13338,12182,10748,9674,8459,7520,6477,5584,4648,3994,3393,11935
59,BC,1991,ID,3,3373787,,45683,46129,45338,44534,45280,46345,46670,46211,45635,45745,44858,44044,43479,42395,42444,43174,43284,42762,43626,44692,47702,48401,48136,47386,47789,50401,55004,58478,60291,60145,61007,61732,60725,61581,60301,59391,59416,58088,56688,55321,54459,54565,52959,53228,53507,44398,41744,41384,39969,37109,36063,33563,32418,31407,30523,30527,29872,29339,29951,30175,30845,30290,29594,28805,28694,28772,28573,28286,27255,27659,26864,25706,21117,19881,19542,18988,19386,17659,15838,14166,12574,11381,9990,9000,7737,6779,5803,4978,4085,3431,12638
59,BC,1992,ID,3,3468802,,46700,46689,47223,46494,45726,46411,47535,47844,47364,46870,46944,45956,45300,44715,43559,43673,44104,44125,43607,44815,46039,49512,50507,50336,49468,49902,52679,57183,60664,62388,61921,62584,63153,62053,62815,61501,60517,60610,59174,57734,56207,55227,55353,53639,53913,54390,44682,42182,41869,40437,37434,36500,33872,32781,31812,30922,30853,30145,29635,30252,30406,31053,30436,29716,28853,28655,28633,28370,28052,26925,27288,26397,25193,20581,19324,18871,18351,18614,16878,15047,13384,11888,10636,9211,8293,7008,6080,5149,4384,3535,13092
59,BC,1993,ID,3,3567772,,46581,47755,47609,48314,47655,46733,47609,48492,48858,48482,47918,48075,47103,46474,45969,44724,44976,45048,45205,44741,46195,47701,51727,52969,52665,51827,52199,55027,59531,62907,64611,63693,64300,64820,63518,64239,62801,61929,61867,60381,58854,57279,56107,56232,54432,54787,55348,45055,42643,42403,40966,37806,36907,34295,33207,32292,31320,31248,30476,29927,30527,30614,31273,30540,29782,28799,28501,28362,28063,27662,26500,26746,25789,24569,19986,18681,18204,17639,17862,16069,14219,12561,11110,9800,8464,7513,6257,5345,4465,3716,13342
59,BC,1994,ID,3,3676075,,46756,47361,48638,48567,49346,48771,47814,48684,49616,50023,49701,49139,49377,48441,47922,47490,46166,46455,46462,46761,46205,48074,49738,54280,55552,55144,54204,54474,57368,61775,65087,66731,65455,66047,66432,65107,65710,64270,63372,63312,61738,60085,58409,57112,57311,55459,55825,56510,45601,43209,43031,41585,38265,37465,34810,33781,32841,31806,31820,30962,30336,30904,30903,31465,30686,29818,28755,28364,28129,27682,27283,26037,26221,25155,23900,19372,18047,17461,16876,17028,15244,13394,11733,10378,8985,7708,6788,5588,4718,3877,13788
59,BC,1995,ID,3,3777390,,47135,47387,48022,49436,49374,50238,49678,48774,49629,50504,51063,50846,50258,50520,49698,49297,48952,47563,48109,48022,48430,47804,49933,51669,56428,57797,57245,56164,56419,59341,63784,67125,68703,67092,67767,68090,66630,67276,65756,64784,64728,63019,61251,59452,58160,58367,56346,56711,57502,45936,43545,43553,42035,38609,37855,35241,34192,33251,32187,32230,31300,30606,31135,31116,31621,30697,29813,28667,28178,27773,27228,26869,25559,25636,24510,23241,18631,17317,16693,16070,16183,14403,12541,10894,9609,8214,6905,6015,4846,4028,14180
59,BC,1996,ID,3,3874317,,47594,47682,47852,48563,49933,49970,50864,50387,49610,50437,51152,51868,51899,51418,51582,51100,51039,50739,49813,50728,50367,51027,50758,52628,54713,59106,60144,59195,58069,58290,61060,65188,68439,69980,68409,69021,69120,68064,68314,66900,66090,65742,64031,62164,60361,59159,58931,57248,57342,57222,46867,44000,43734,42207,38993,37956,35610,34418,33542,32508,32346,31385,30782,31135,31101,31448,30573,29574,28524,27801,27266,26705,26252,25045,24831,23718,22065,18204,16636,15924,15262,15071,13407,11671,10031,8738,7355,6197,5286,4191,14646
59,BC,1997,ID,3,3948583,,45229,48101,48341,48516,49229,50634,50796,51690,51208,50477,51290,52218,53059,53197,52640,52768,52276,51998,51771,50834,51759,51754,52392,52089,54119,55887,60111,60818,60151,58971,59025,61890,66208,69598,71171,69388,70241,70334,69165,69406,67857,66993,66654,64793,62820,61011,59775,59575,57683,57740,57736,46967,44169,44024,42486,39125,38141,35704,34501,33639,32536,32422,31419,30792,31190,31007,31313,30412,29276,28261,27459,26849,26166,25763,24458,24202,23005,21341,17524,15882,15127,14380,14035,12437,10719,9153,7876,6455,5404,4539,15039
59,BC,1998,ID,3,3983113,,43156,45336,48126,48415,48596,49460,50867,51075,52011,51576,50919,51731,52912,53891,54066,53506,53558,52783,52500,52307,51105,52000,51996,52588,52201,54107,55509,59926,60846,60125,59055,59010,61811,66269,69791,71501,69550,70537,70715,69417,69718,68003,67121,66866,64978,63044,61242,59983,59793,57718,57857,57934,46823,44154,44075,42559,39122,38165,35629,34394,33545,32448,32382,31368,30629,31065,30793,31071,30124,28877,27842,27028,26306,25542,25162,23765,23494,22256,20531,16720,15098,14262,13540,12910,11443,9745,8227,6998,5629,4651,15634
59,BC,1999,ID,3,4011375,,42285,43273,45338,48043,48419,48651,49629,51008,51246,52231,51872,51193,52096,53441,54587,54811,54352,54002,53258,53058,52536,51519,52431,52386,53034,52540,54235,55359,60124,61193,60343,59249,58926,61807,66277,69958,71757,69530,70615,70779,69376,69703,67957,67096,66881,64877,62931,61149,59942,59781,57525,57755,57971,46595,44015,44062,42543,39028,38095,35490,34235,33357,32233,32263,31226,30391,30815,30477,30728,29747,28423,27348,26503,25715,24869,24472,22999,22702,21393,19668,15866,14223,13369,12688,11800,10386,8730,7351,6122,4832,16281
